경력,[채용] 본교 인재개발원 연구원 채용 공고 ,인재개발,연구원,채용,,,
경력,"[인재개발원/채용상담회] 한국경제인협회(구 전국경제인연합회) 채용상담회: 11.1.(수), ECC ",경제,채용,상담회,,,
경력,[채용] 산학협력단 직원 채용 공고 ,산학협력단,직원,채용,,,
학사,[글로벌소통교육실] 겨울계절학기 영어 말하기프로그램 Speaking Master Program_SMaP 등록 안내 ,겨울계절학기,영어,말하기프로그램,,,
일반,[언어교육원] 2023학년도 싱가포르 NTU 난양공대 위탁과정 언어교육원 한국어도우미 모집 ,싱가포르,언어교육,한국어도우미,,,
일반,[교육혁신센터] 2023 THE BEST 융합수업 운영사례 공유회(융합수업 운영사례 발표 및 전시) 안내 ,융합수업,운영사례,공유,,,
경력,[인재개발원] 2023학년도 겨울방학 현장실습 모집 안내 ,겨울방학,현장실습,모집,,,
학사,2023학년도 전기(2024년 2월) 졸업예정여부 조회 및 졸업의사 신청 관련 안내 ,졸업예정,의사,신청,,,
일반,국제학생증 ISIC 발급비 지원행사 안내 ,국제학생증,발급비,지원,,,
학사,2024학년도 전공변경 시행 안내 ,2024,전공변경,시행,,,
학사,2024학년도 전과 시행 안내 ,2024,전과,시행,,,
일반,[국제교류팀] 싱가포르 Singapore Management University 교환프로그램 설명회 ,싱가포르,교환,설명회,,,
일반,[대학건강센터] 11월 학생건강검사 시행안내 (11/6-11/9) ,11월,학생건강,검사,,,
일반,[연구윤리센터] 11월 연구윤리 특강 신청 안내 ,연구윤리,특강,신청,,,
장학,[학부] 2023학년도 2학기 이화플러스 장학금 신청 안내 ,이화플러스,장학금,신청,,,
일반,[다문화연구소] 상호문화학술대회-외국에서 바라보는 한국-상호문화교육적 관점에서 ,상호문화,학술대회,교육,,,
장학,[학부] 2024년도 방일영문화재단 장학생 선발 안내(북한이탈주민 대학생 지원) ,장학재단,북한주민,선발,,,
학사,[글로벌소통교육실] 겨울계절학기 영어 말하기프로그램 Speaking Master Program_SMaP 등록 안내 ,겨울계절,영어,말하기프로그램,,,
학사,[글로벌소통교육실] 겨울계절학기_고급영어글쓰기 등록 안내 ,겨울계절,영어글쓰기,등록,,,
일반,[인권센터] 인권센터X젠더교육플랫폼효재 ‘2023 폭력예방 특강’ 신청안내 ,인권,젠더,폭력예방,,,
경력,"[인재개발원](23-2) 진로디자인: 일 세계에서 나의 진로 찾기!(특강) 11.10.(금) 14:00, ECC ",진로디자인,진로찾기,특강,,,
장학,[학부] 2024년도 전기공사공제조합장학회 장학생 선발 안내 ,2024,장학회,장학생,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(10/23~10/27) ,학생서비스센터,분실물,확인,,,
일반,[미래혁신센터] 대학혁신지원사업 재학생 인식조사 시행 안내 ,지원사업,재학생,인식조사,,,
일반,[채용] 사회과학대학 사회학과 사무실 계약직원 채용공고(~11/08) ,사회,사무실,계약직원,,,
학사,2024학년도 전공(학과)결정 시행안내 ,전공,학과,결정,,,
일반,"[출판문화원] 2024 이화플래너·이화달력 출시 기념, 팝업스토어! ",기념,달력,출시,,,
일반,[조교모집] 2023학년도 2학기 체육과학부 행정실 B급 조교 모집 ,체육과학부,행정실,조교,,,
학사,2023학년도 비사범대 교직과정 이수 신청 안내 ,비사범대,교직,이수,,,
일반,[모집] 2023년도 창업교육 혁신 선도대학(SCOUT) 대학생 스타트업 애널리스트 1기 모집 (~11/05) ,창업교육,스타트업,애널리스트,,,
일반,[공연문화연구센터] <2023 평화음악회(Hand in Hand at Seoul) > 대강당 공연 안내 11월 4일(토) 16:00 ,음악회,대강당,공연,,,
학사,[글로벌소통교육실] 겨울계절학기 고급영어글쓰기_EWIS 등록 안내 ,겨울계절,고급영어,글쓰기,,,
학사,"[고전읽기와글쓰기(11094)], [나눔리더십(11095)]의 대체 교과목 기수강자 중 2023학년도 겨울 계절학기 재수강 인정 신청 안내 ",겨울계절,재수강,인정,,,
일반,[기업가센터] 2023 겨울 계절학기 스타트업 인턴십 기업 모집(~11/3) ,겨울계절,스타트업,인턴십,기업,,
학사,[글로벌소통교육실] 겨울계절학기 영어 스피킹마스터프로그램(Speaking Master Program–SMaP) 등록 안내 ,겨울계절,영어,스피킹마스터,프로그램,,
경력,"[인재개발원/채용상담회] 한국경제인협회(구 전국경제인연합회) 채용상담회: 11.1.(수), ECC ",한국경제인협회,전국경제인연합회,채용상담회,,,
일반,[규칙공포 제2023-6호] 교원종합평가에 관한 세칙 중 개정 세칙 외 1건 공포 시행 ,교원종합평가,세칙,개정,,,
일반,[국제교류팀] 온라인 Global Intercultural Dialogue 참가 학생 모집(11월 25일(토) 활동)_모집연장 ,온라인,대화,참가,,,
일반,[변리사반]2023년 제60회 변리사시험 합격자를 찾습니다. ,제60회,변리사,합격자,,,
일반,[미래혁신센터] 도전학기제 17기 참여학생 모집(~11. 15.(수) 17:00) ,도전학기제,모집,11.15,,,
일반,[교육혁신센터] best of THE BEST 융합수업 찾기 ,best,융합수업,찾기,,,
일반,[채용] 이화여자대학교 아시아여성학센터 전임연구인력 채용 공고 ,아시아여성학,전임연구인력,채용,,,
일반,[교육안내] 연구자가 알아야 할 지식재산권의 이해 (사전수강신청기간 10.23(월)~10.31(화)) ,연구자,지식재산권,수강신청,,,
일반,[교육혁신센터] ★성공적인 팀플★을 위한 학습법 워크숍 운영 안내!! ,팀플,학습법,워크숍,,,
일반,[대학건강센터] 11월 피부과 1차 상담클리닉 안내 (11/3) ,11월,피부과,상담클리닉,,,
일반,[스크랜튼학부] 2024학년도 스크랜튼학부 진입생 설명회 개최 안내 ,2024,스크랜튼학부,진입생,,,
일반,[글로벌소통교육실] 2023-2학기 강사실 근무 B급 조교 모집 ,2학기,강사실,B급조교,,,
일반,[채용] 총장실(부총장 업무지원) 계약직원 모집 ,총장실,업무지원,계약직원,,,
학사,[글로벌소통교육실] 인문계열 및 예체능계열 대상 계절학기 필수교양영어 미개설 사전 안내 ,계절학기,필수교양영어,미개설,,,
일반,[이화인의 나눔가게] 랭앤루 '기부 새옷' 특판 안내 ,나눔가게,기부,옷,,,
일반,(연장) [채용] 연구윤리센터(동물실험윤리위원회(IACUC) 및 생물안전위원회(IBC)) 연구원 모집 공고 ,동물실험윤리위원회,생물안전위원회,연구자,,,
일반,[조교모집] 2023-2학기 교목실 B급 조교 모집(~10/25) ,2학기,교목실,B급조교,,,
입학,[입학] 2024학년도 전기 공연예술대학원(야간) 신입생 모집 안내(~10/26) ,2024,공연예술대학원,신입생,,,
일반,[통역번역대학원] 노벨문학상 수상작가 르클레지오 특별강연: 10/30(월) ,통역번역대학원,노벨문학상,특별강연,,,
경력,[채용]신산업융합대학(행정실) 계약직원 모집 ,신산업융합대학,행정실,계약직원,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(10/16~10/20) ,학생서비스센터,분실물,확인,,,
입학,2024학년도 전기 외국어교육특수대학원 석사과정(야간/4학기제) 신입생 모집(~10/30) ,2024,외국어교육특수대학원,석사과정,,,
일반,[채용] 사회과학대학 사회학과 사무실 계약직원 채용공고(~11/08) ,사회과학대학,사무실,계약직원,,,
일반,[인권센터] 인권센터X젠더교육플랫폼효재 ‘2023 폭력예방 특강’에 초대합니다. (11/8) ,인권,젠더교육,폭력예방,,,
일반,국제학생증 ISIC 발급비 지원행사 안내 ,국제학생증,발급,지원,,,
학사,"[학사] 2023 겨울계절학기 필수 교양영어(College English, Advanced English) 수작업 수강신청 안내 ",겨울계절학기,필수교양영어,수강신청,,,
일반,[경영대학행정실] 이화 CPA Day 안내 (11/14.화.17시) ,경영대학,CPA,Day,,,
일반,[조교] 23-2학기 법학전문대학원 행정실 A급 조교 모집:~10.22(일) ,경영대학,공인회계사,안내,,,
장학,[학부] 2023학년도 2학기 전공리더십 장학금 신청 안내 ,2학기,전공,장학금,,,
장학,[학부/대학원] 덕영재단 “To Know To Love 2023” 음악회 무료 초대 안내 ,장학재단,음악회,무료,,,
일반,[사범대행정실] 2024학년도 교육행정고시 특강 안내 ,2024,교육행정고시,특강,,,
일반,[대학건강센터] 10월 정신건강의학과 상담클리닉 안내 (10/26) ,10월,정신건강,상담,,,
일반,[대학건강센터] 10월 2차 피부과 상담클리닉 안내 (10/20) ,10월,피부과,상담,,,
장학,[학부] 2024년도 두산연강재단 대학 장학생 선발 안내(생활비) ,2024,생활비,장학생,,,
일반,"[리마인드] 【2023 이화여성기술창업포럼】, 나도 몰랐던 내 안의 창업포텐! ",여성,기술창업,포럼,,,
경력,"[인재개발원/채용설명회] OECD, 11.7.(화) 10:00 ",인재,채용,설명회,,,
경력,[채용] [이화여자대학교 학교폭력예방연구소] 연구교수 채용 공고 ,폭력,예방,교수,,,
경력,[인재개발원] 11월에도 방진콘(총 4회차)! 방구석 진로 콘서트[BANG JIN CON the Live] 라인업 ,11월,진로,인재,,,
경력,[인재개발원] 23-2 이화멘토링데이 - 전략·기획 (10/28) ,2학기,멘토링,인재,,,
일반,[국제교류팀] 싱가포르 Singapore Management University 교환프로그램 설명회 ,싱가포르,국제,교환,,,
일반,[국제교류팀] 온라인 Global Intercultural Dialogue 참가 학생 모집(11월 25일(토) 활동) ,온라인,대화,국제,,,
일반,[채용] 임상치의학대학원 행정실 계약직원 모집 공고(연장) ,대학원,행정실,직원,,,
일반,여성가족부 - 2023년 여성청소년 생리용품 바우처 지원 안내 홍보 ,여성,청소년,생리,,,
일반,[채용] 이화여자대학교 기숙사 행정실 계약직원 채용 공고 ,기숙사,행정실,직원,,,
경력,[인재개발원] 2023-겨울방학 현장실습 설명회 진행 안내: 10.27.(금) 15:00-16:30 ,현장,실습,설명회,,,
장학,[학부] 2023년도 제4기 경원장학재단 장학생 선발 안내 ,장학,재단,선발,,,
장학,[학부]「2023년도 충남 한뿌리 장학생」선발 안내 ,충남,장학,선발,,,
일반,[2023 겨울계절학기] 영어스피킹 특화 프로그램 <Speaking Master Program> 개설 ,영어,스피킹,프로그램,,,
일반,[2023 겨울계절학기] 영어글쓰기 특화 프로그램 <고급영어글쓰기> 개설 ,영어,글쓰기,프로그램,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(10/10~10/13) ,서비스,분실물,확인,,,
일반,[대학건강센터] 2023-2024 인플루엔자(계절성독감) 예방접종시행안내 ,건강,인플루엔자,접종,,,
경력,[인재개발원] 23-2 <취업 MC> 미리 경험해 보는 실무진 ONEDAY 모의 면접 안내 ,취업,실무진,면접,,,
경력,[인재개발원] 돌아온 방진콘! 방구석 진로 콘서트[BANG JIN CON the Live] 라인업 ,인재,진로,콘서트,,,
장학,[대학원]2023-2학기 일반대학원 ‘우수연구 장학금’ 신청 안내 ,대학원,연구,장학금,,,
학사,[학부] 2023학년도 겨울계절학기 국내대학 학점교류 수강 안내 ,국내,학점,교류,,,
일반,"ALPS 동창회 기금 및 재학생 장학기금 마련 기증 바자회 개최 안내 (10/19, 목) ",장학,기증,바자회,,,
학사,"2024학년도 제1학기 재입학(학부/일반대학원) ,논문제출자격재부여(일반대학원), 학부 졸업논문등제출자격재부여(학부) 신청안내 ",재입학,재부여,논문,자격,,하늘색으로 칠해놓은 것은 다시 검토 필요(output대로 하는 게 부정확할 것 같은...)
일반,[인사팀] 2023년 이화여자대학교 직원 채용 공고(2024.1.1.자) ,인사,이화여자대학교,채용,,,
장학,[학부] 2024년도 대산농촌재단 장학생 선발 안내 ,장학,농촌,재단,,,
학사,[학사] 2023학년도 제2학기 학부 및 각 대학원 중간강의평가 안내 ,중간,학사,강의평가,,,
장학,[학부/대학원] 한국장학재단 2023년 특별상환유예 제도 시행 안내 ,한국장학재단,상환,유예,,,
일반,[리마인드 / 조교 모집] 여성지도력개발센터 연구장학생 조교 모집 공고 (~10/13) ,여성,연구,조교,,,
일반,경영연구소 10월 세미나 [개인정보 보호와 데이터 활용 : 개인화된 연합학습을 위한 클라이언트 클러스터링 연구] ,경영,세미나,개인정보,보호,,
장학,[학부] 2023학년도 2학기 남촌 장학생 선발 안내 ,장학생,선발,,,,
경력,[인공지능대학행정실] 2023학년도 2학기 학생조교(A급/B급) 모집 ,인공지능,학생,조교,,,
경력,"[채용] 언어교육원 한국어교육부 객원강사 모집 (2023년 겨울학기, 2024년 봄학기) ",한국어,교육,강사,,,
일반,[총무팀] 본교 대표 전화교환실 근무 계약직원 모집 ,전화,교환,직원,,,
일반,[채용] 사범대학 국어교육과 사무실 계약직원 채용 공고 ,사범,사무실,직원,,,
경력,[채용] 약학대학 행정실 계약직원 모집 (~10/15까지 지원) ,약학,행정실,직원,,,
학사,[학부] 2023학년도 제2학기 영어 및 정보인증제 신청 ,인증,영어,정보,,,
일반,[조교] 23-2학기 법학전문대학원 행정실 A급 조교 모집:~10.20(금) ,법학,대학원,조교,,,
일반,[대학건강센터] 서버보수완료 안내 ,건강,서버,보수,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(10/4~10/6) ,서비스,분실물,확인,,,
일반,"[모집] 10월 23일, 3시간, <2023 이화여성기술창업포럼>, 나도 몰랐던 내 안의 창업포텐! ",창업,기술,포럼,,,
일반,[채용] 연구윤리센터(동물실험윤리위원회(IACUC) 및 생물안전위원회(IBC)) 연구원 모집 공고 ,연구윤리,연구원,모집,,,
일반,[대학건강센터] 서버 긴급보수관련 이용안내 ,서버,긴급,보수,,,
일반,[모집] 이화 스타트업 아카데미 'Lab to Scale Up' 수강생 모집 ,스타트업,아카데미,수강생,,,
일반,이화 저널리즘데이 참가신청 안내 - 언론 관련 교과/비교과 프로그램 등 (10.13.) ,저널리즘,신청,언론,,,
일반,[채용] 국제대학원 행정직원 모집 공고 (Ewha-KOICA 프로그램) ,국제,대학원,직원,,,
일반,[교목실] 2023-2학기 졸업생을 위한 채플 사진 공모(~10/18) ,졸업,채플,사진,,,
일반,[교목실]2023-2학기 졸업생을 위한 채플 소감문 모집(~10/30) ,졸업,채플,소감문,,,
일반,[교목실]2023-2학기 이화감사페스티벌 참가 안내 ,페스티벌,참가,,,,
일반,"[TELOS트랙] 2023학년도 2학기 TELOS트랙 신청 안내(~10/6, 금일 자정 마감) ",TELOS,트랙,신청,,,
일반,[조교 모집] 여성지도력개발센터 연구조교 모집 공고 (~10/13) ,지도력,조교,연구,,,
경력,[인재개발원] 23-2 이화멘토링데이 - 영업·마케팅·MD (10/7) ,멘토링,영업,마케팅,,,
입학,[입학] 디자인대학원 2024학년도 전기 신입생 모집 안내(10/6 ~ 10/ 20) ,디자인,대학원,신입생,,,
장학,[학부] 2023년 2학기 성남시다자녀가구 대학생 장학금 신청 안내 ,다자녀,성남시,장학금,,,
일반,[사회봉사팀] 2023학년도 겨울 국내 이화봉사단 봉사단원 모집(~10.18.(수)) ,겨울,국내,봉사,,,
학사,[학사] 2023년 제4차 평생교육사 자격증 발급 신청 안내 ,평생교육사,자격증,발급,,,
일반,[교육혁신센터] 2023 K-MOOC 열린특강에 초대합니다 ,교육,초대,특강,,,
일반,제11회 홍보아이디어 공모전 온라인 투표(10/5 - 10/10) ,홍보,아이디어,공모전,,,
일반,[안전팀] ECC 승강기 운행 중단 안내 ,안전,중단,승강기,,,
일반,[모집] 2023년도 창업동아리 ORDA 모집 (~10-10) ,창업,동아리,모집,,,
일반,[조교모집] 이화여자대학교 학교폭력예방연구소 조교 모집(~10/10) ,학교폭력,연구소,조교,,,
일반,[학생상담센터] 2학기 심리교육 워크숍 개설 안내 ,심리,교육,워크숍,,,
일반,[학생지원팀] 학관 1층 연습실1호~3호 유레카 공간사용신청 관련 안내(10.5.목 12:00부터 유레카시스템에서 예약) ,공간,사용,예약,,,
일반,[채용] 이화의학교육센터 계약직 연구원 채용 공고(수정) ,의학,계약직,연구원,,,
일반,"[TELOS트랙] 2023학년도 2학기 TELOS트랙 신청 안내(~10/6, 금요일 마감) ",TELOS,트랙,신청,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(9/25~9/29) ,서비스,분실물,확인,,,
일반,[대학건강센터] 10월 산부인과 상담클리닉 시행 안내 (10/12) ,건강,산부인과,상담클리닉,,,
일반,[채용] 국제대학원 행정직원 모집 공고 (이화 Frontier 10-10 사업단) ,국제,대학원,직원,,,
일반,이화 저널리즘데이! 참가신청 안내 - 기자 선배와의 Q&A 등 (10.13.) ,저널리즘,신청,기자,,,
일반,[조교 모집] 여성지도력개발센터 연구조교 모집 공고 (~10/4) ,지도력,연구,조교,,,
일반,[한국대학사회봉사협의회] 45기 월드프렌즈코리아(WFK) 청년봉사단 단원 모집(겨울방학 활동) ,봉사,청년,모집,,,
장학,[학부] 2024년 STX장학재단 장학금 신청 안내 ,장학,재단,신청,,,
일반,제2회 이화문예상 공모전 (시/시조/단편소설/수필)(~10.15.마감) ,공모전,"시,소설",문예,,,
일반,[TELOS트랙] 2023학년도 2학기 TELOS트랙 신청 안내(~10/6) ,트랙,신청,안내,,,
일반,[대학건강센터] 10 월 피부과 (1차) 상담클리닉 안내 ,건강,피부과,상담,,,
일반,[사범대행정실] 2024학년도 교육행정고시 특강 안내 ,사범대,행정고시,특강,,,
일반,제11회 홍보아이디어 공모전 개최(모집: ~10.3(화)까지) ,홍보,아이디어,공모전,,,
일반,[대학건강센터] 10월 학생건강검사 시행 안내 ,건강,검사,안내,,,
일반,"[다문화연구소] 볼리비아, 제 17회 상호문화대화(Intercultural Dialogue) 개최 ",다문화,대화,개최,,,
일반,[모집] 인문융합전공 <글로벌영상예술사> 2023학년도 2학기 수업조교(B급) 모집(~10/3 마감) ,인문융합,영상예술,조교모집,,,
경력,[이수매니지먼트 주식회사] 관리자 채용 공고 ,관리자,채용,공고,,,
일반,* 교내 셔틀버스 미운행 기간 안내 - 9.28(목)~10.3(화) * ,셔틀버스,미운행,안내,,,
일반,* 추석 연휴 기간 학생식당 미운영 안내 * ,연휴,식당,미운영,,,
일반,[건축팀]ECC 삼성홀 무대시설 복구공사 안내(10/4(수)~12/31(일)) ,시설,복구공사,안내,,,
입학,2024학년도 전기 교육대학원 입학설명회(온라인 메타버스) 개최 및 신입생 모집 안내 ,2024,전기,대학원,신입생모집,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(9/18~9/22) ,학생서비스센터,분실물,확인,,,
일반,[규칙공포 제2023-5호] 이화여자대학교 직제 중 개정 직제 외 2건 공포 시행 ,직제,개정,공포시행,,,
일반,[이화상점.기념품] 기념품점 이전 및 오픈 이벤트 안내(9/25(월) 오픈합니다!!!) ,이화상점,기념품점,이전,,,
일반,「청탁금지법 시행령」 개정에 따른 선물 가액범위 안내 (*추석 선물 가액 확인) ,청탁금지법,개정,선물가액범위,,,
입학,2024학년도 전기 외국어교육특수대학원 석사학위과정(야간/4학기제) 신입생 모집(10/05~10/30) ,2024,외국어교육,특수대학원,,,
입학,2024학년도 전기 전문/특수대학원 모집 안내 ,2024,전기,대학원,모집,,
경력,[채용] 임상치의학대학원 행정실 계약직원 모집 공고 ,채용,치의학,행정실,직원모집,,
일반,[생명의료법연구소] 10/4 Yann Joly 교수 특별 강연 안내 ,생명,의료,교수,특별강연,,
경력,[인재개발원] 23-2 이화멘토링데이 - 영업·마케팅·MD(global.ver) (10/7) ,인재개발,멘토링,영업마케팅,,,
일반,"[수업지원조교 모집] 여성학과(화3,금3수업) 수업 C급 조교 모집 ",조교,여성학과,모집,,,
경력,[채용] 자연과학대학 행정실 계약직원 모집 공고 ,자연과학대학,행정실,계약직원,,,
일반,[TELOS트랙] 2023학년도 2학기 TELOS트랙 신청 안내(~10/6) ,2학기,트랙,신청,,,
일반,[경영대학행정실] (추가) 23-2학기 수업조교 모집 공고 (9/21.목. 수정) ,2학기,수업조교,모집,,,
일반,농림축산식품부 - 2023년 천원의 아침밥 재학생 만족도조사 실시 안내 ,식품,아침밥,만족도조사,,,
일반,교육혁신센터 A급 조교 모집 ,교육혁신,A급조교,모집,,,
일반,[대학혁신지원사업] 2023 대학혁신지원사업 리더스 포럼 - 마포-신촌지역 대학 연합 < 2주차 > ,지원사업,포럼,연합,,,
장학,[학부] 2023학년도 1학기 국가장학금 유형Ⅱ(신·편입생지원) 특별 구제 신청 안내 ,1학기,국가장학금,구제,,,
일반,[이화상점.카페] 학생문화관점 오픈 이벤트 안내(9월 21일(목) 오픈합니다!!!) ,이화상점,학생문화관점,이벤트,,,
장학,[학부] 2023년도 2학기 안산시 대학생 본인부담 등록금 지원 안내 ,2학기,안산시,등록금,,,
장학,[학부] 2023년 2학기 고양시 대학생 본인부담 등록금 지원 안내 ,2학기,고양시,등록금,,,
일반,[조교모집] 이화여대 언어교육원 2023-2학기 B급 디자인 조교 모집(~9/25일(월)) ,언어교육원,2학기,B급조교,,,
일반,"2023-2학기 장애학생 도우미 추가모집(대학원, 휴학생 가능) ",2학기,장애학생,도우미,,,
일반,[수업조교모집] 여성학과 2023-2학기 C급 조교 모집(~9/26) ,2학기,여성학과,C급조교,,,
일반,5급 공무원시험(기술) 2차 합격생을 찾습니다. ,공무원시험,기술,합격생,,,
일반,[사회봉사팀] 2023겨울 해외 이화봉사단(캄보디아) 추가 모집(~9.19(내일) 13:00까지) ,겨울,해외,이화봉사단,,,
일반,[특수교육연구소] 제24회 이화특수교육 학술대회 개최 안내 9/23 (토) ,특수교육,학술대회,개최,,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(9/11~9/15) ,학생서비스센터,분실물,확인,,,
일반,[모집] 제13회 이화 비즈니스플랜 창업경진대회 참여 모집 안내 ,비즈니스,창업,경진대회,,,
학사,[인권센터] 2023년 인권 및 폭력예방교육(법정의무교육) 수강 안내 ,인권,폭력예방,교육,,,
일반,[인권센터] 서울시 찾아가는 폭력예방교육 교육 수요조사(~ 09.17) ,서울시,폭력예방,교육,,,
일반,<동양철학 원전강독> 장자(莊子)·내편(內篇) 읽기 세미나 ,동양철학,강독,세미나,,,
경력,[채용] 이화여자대학교 자연대 생명과학전공 사무실 계약직원 채용 ,자연대,사무실,계약직원,,,
일반,[제3회 이화여대 인공지능융합혁신대학원사업 산학협력포럼]에 초대합니다 ,인공지능,산학협력,포럼,,,
일반,[대학건강센터] 추석연휴 감염병 예방을 위한 준수사항 안내 ,건강센터,감염병,예방,,,
일반,"[조교모집] 23-2 건축학전공 A, B급 조교 모집 ",건축학,"A,B급",조교,,,
일반,[대학원] 2023-2학기 대학원 FAIR/전공박람회 개최 안내 ,대학원,전공,박람회,,,
일반,[사회봉사팀] 2023 2학기 전공연계 및 봉사 소모임(동아리) 봉사활동 프로그램 공모 안내 (~9/24(일)) ,전공연계,봉사,공모,,,
장학,[학부] 2023년도 수림재단 제 10회 동교인재상(東喬人材賞) 선발 안내 ,재단,인재상,선발,,,
일반,[대학건강센터] 9월 정신건강의학과 상담클리닉 안내 ,건강센터,정신,상담,,,
입학,[입학] 2024학년도 전기 데이터사이언스대학원 신입생 모집 안내 ,데이터사이언스,대학원,신입생,,,
일반,[TELOS트랙] 2023학년도 2학기 TELOS트랙 신청 안내(~10/6) ,트랙,신청,안내,,,
일반,[학생지원팀] 2023학년도 제2학기 학생 학술활동 지원 안내 ,학생,학술활동,지원,,,
일반,[모집] 이화 랩 스타트업 캠프(Ewha Lab Start-Up Camp) 참여팀-대학원 창업동아리 모집 ,스타트업,대학원,창업동아리,,,
학사,[학부] 2023학년도 제2학기 부.복수전공 신청 및 취소 안내 ,전공,신청,취소,,,
학사,2023-2학기 일반대학원 부전공 신청 및 취소 안내 ,대학원,부전공,신청,,,
일반,[대학혁신지원사업] 2023 대학혁신지원사업 리더스 포럼 - 마포-신촌지역 대학 연합 ,지원사업,포럼,연합,,,
일반,2023 문화예술교육사 역량강화특강 <문화예술 치유프로그램 이해하기>안내 ,문화예술,치유,교육,,,
일반,"[건축학전공] 2023-2학기 A급, B급 조교 모집(추가 연장) ",건축학,2학기,조교,,,
일반,[조교모집] 2024학년도 전기 일반대학원 전형관리조교 모집: ~ 9/13(수) ,조교,대학원,관리,2024,,
일반,[학생서비스센터] 잃어버린 물건을 확인하십시오(9/4-9/8) ,학생서비스센터,분실물,확인,,,
일반,"[이화인의 나눔가게] 스파오, 미쏘 '기부 새옷' 특판 안내 ",나눔,기부,특판,,,
일반,[도서관] 이용자 만족도 조사 실시(선물증정) ~9/27 ,도서관,만족도,선물,,,
일반,[출판문화원 신간안내] <시민생활과 법: 민사 생활법률 강의> (제4판) ,출판,시민생활,법,,,
일반,서울시 - 2023년 청년주간행사 홍보 ,서울시,청년,주간행사,,,
일반,2023-2학기 장애학생 도우미(국가근로 장학생) 2차 모집_교과목 업데이트(09.07.) ,2학기,장애학생,도우미,,,
일반,[모집] 2023학년도 2학기 커뮤니케이션미디어학부 대학원 수업조교(B급) 모집 (기간연장) ,2학기,미디어,대학원,수업조교,,
일반,[조교모집] 2023-2 간호학과 수업조교(B급) 모집 ,2학기,간호학과,수업조교,,,
일반,[조교모집] 2023-2학기 교목실 B급 조교 모집(마감) ,2학기,교목실,B급조교,,,
일반,[교육혁신센터] 2023학년도 2학기 학습법 워크숍 운영 안내 ,교육,학습법,워크숍,,,
일반,[채용]이화여자대학교 산학협력단 직원(사업관리 및 정산) 채용 공고 ,산학협력단,직원,채용,,,
일반,[조교모집] 23-2 건축학전공 A/B급 조교 모집 ,건축학,A,B급,조교,,
일반,[정책과학대학원] 2023학년도 2학기 B급 학생조교 모집 (마감) ,정책과학,B급,학생조교,,,
일반,[조교모집] 2023-2학기 수학과 B급 조교 모집 ,수학과,B급,조교,,,
일반,[교육혁신센터] 맞춤형 튜터링 튜터(가르치는 학생) 모집 안내 ,맞춤형,튜터링,튜터,,,